,,Interval,Transfer - A,Transfer Unit - A,Bandwidth - A,Bandwidth Unit - A,Transfer - C,Transfer Unit - C,Bandwidth - C,Bandwidth Unit - C
reno/illinois:0,13,13.0-14.0 sec,1.41,KBytes,11.6,Kbits/sec,33.9,KBytes,278,Kbits/sec
reno/illinois:0,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:0,15,15.0-16.0 sec,41.0,KBytes,336,Kbits/sec,32.5,KBytes,266,Kbits/sec
reno/illinois:0,16,16.0-17.0 sec,39.6,KBytes,324,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:0,17,17.0-18.0 sec,2.83,KBytes,23.2,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:0,18,18.0-19.0 sec,42.4,KBytes,348,Kbits/sec,32.5,KBytes,266,Kbits/sec
reno/illinois:0,19,19.0-20.0 sec,1.41,KBytes,11.6,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:0,20,0.0-20.5 sec,533,KBytes,213,Kbits/sec,390,KBytes,156,Kbits/sec
reno/illinois:1,0,0.0- 1.0 sec,136,KBytes,1.11,Mbits/sec,105,KBytes,857,Kbits/sec
reno/illinois:1,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,2,2.0- 3.0 sec,39.6,KBytes,324,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,3,3.0- 4.0 sec,4.24,KBytes,34.8,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,4,4.0- 5.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,6,6.0- 7.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,8,8.0- 9.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,10,10.0-11.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,12,12.0-13.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:1,14,14.0-15.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,33.9,KBytes,278,Kbits/sec
reno/illinois:1,16,16.0-17.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,35.4,KBytes,290,Kbits/sec
reno/illinois:1,18,18.0-19.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,19,19.0-20.0 sec,1.41,KBytes,11.6,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:1,20,0.0-20.5 sec,532,KBytes,213,Kbits/sec,392,KBytes,157,Kbits/sec
reno/illinois:2,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
reno/illinois:2,1,1.0- 2.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,2,2.0- 3.0 sec,39.6,KBytes,324,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,3,3.0- 4.0 sec,4.24,KBytes,34.8,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,4,4.0- 5.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,6,6.0- 7.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,8,8.0- 9.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,9,9.0-10.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,11,11.0-12.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,13,13.0-14.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:2,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,33.9,KBytes,278,Kbits/sec
reno/illinois:2,16,16.0-17.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,18,18.0-19.0 sec,43.8,KBytes,359,Kbits/sec,32.5,KBytes,266,Kbits/sec
reno/illinois:2,19,19.0-20.0 sec,1.41,KBytes,11.6,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:2,20,0.0-20.5 sec,532,KBytes,213,Kbits/sec,389,KBytes,156,Kbits/sec
reno/illinois:3,0,0.0- 1.0 sec,136,KBytes,1.11,Mbits/sec,105,KBytes,857,Kbits/sec
reno/illinois:3,1,1.0- 2.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,2,2.0- 3.0 sec,39.6,KBytes,324,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,3,3.0- 4.0 sec,56.6,KBytes,463,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,5,5.0- 6.0 sec,48.1,KBytes,394,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,6,6.0- 7.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,8,8.0- 9.0 sec,48.1,KBytes,394,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,9,9.0-10.0 sec,48.1,KBytes,394,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,12,12.0-13.0 sec,48.1,KBytes,394,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,14,14.0-15.0 sec,48.1,KBytes,394,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:3,16,16.0-17.0 sec,48.1,KBytes,394,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,33.9,KBytes,278,Kbits/sec
reno/illinois:3,18,18.0-19.0 sec,48.1,KBytes,394,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:3,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,32.5,KBytes,266,Kbits/sec
reno/illinois:3,20,0.0-20.5 sec,600,KBytes,240,Kbits/sec,389,KBytes,155,Kbits/sec
reno/illinois:4,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
reno/illinois:4,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,2,2.0- 3.0 sec,53.7,KBytes,440,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,3,3.0- 4.0 sec,48.1,KBytes,394,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,5,5.0- 6.0 sec,46.7,KBytes,382,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,6,6.0- 7.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,7,7.0- 8.0 sec,46.7,KBytes,382,Kbits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,9,9.0-10.0 sec,46.7,KBytes,382,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
reno/illinois:4,12,12.0-13.0 sec,46.7,KBytes,382,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,1.41,KBytes,11.6,Kbits/sec
reno/illinois:4,14,14.0-15.0 sec,46.7,KBytes,382,Kbits/sec,32.5,KBytes,266,Kbits/sec
reno/illinois:4,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,2.83,KBytes,23.2,Kbits/sec
reno/illinois:4,16,16.0-17.0 sec,46.7,KBytes,382,Kbits/sec,35.4,KBytes,290,Kbits/sec
reno/illinois:4,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,18,18.0-19.0 sec,46.7,KBytes,382,Kbits/sec,0.00,Bytes,0.00,bits/sec
reno/illinois:4,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,35.4,KBytes,290,Kbits/sec
reno/illinois:4,20,0.0-20.5 sec,533,KBytes,213,Kbits/sec,430,KBytes,172,Kbits/sec
westwood/westwood:0,0,0.0- 1.0 sec,136,KBytes,1.11,Mbits/sec,105,KBytes,857,Kbits/sec
westwood/westwood:0,1,1.0- 2.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,2,2.0- 3.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:0,3,3.0- 4.0 sec,62.2,KBytes,510,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:0,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,6,6.0- 7.0 sec,46.7,KBytes,382,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:0,7,7.0- 8.0 sec,46.7,KBytes,382,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:0,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,9,9.0-10.0 sec,46.7,KBytes,382,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:0,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:0,12,12.0-13.0 sec,46.7,KBytes,382,Kbits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:0,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,14,14.0-15.0 sec,46.7,KBytes,382,Kbits/sec,35.4,KBytes,290,Kbits/sec
westwood/westwood:0,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,16,16.0-17.0 sec,46.7,KBytes,382,Kbits/sec,36.8,KBytes,301,Kbits/sec
westwood/westwood:0,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,18,18.0-19.0 sec,46.7,KBytes,382,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:0,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:0,20,0.0-20.5 sec,556,KBytes,222,Kbits/sec,399,KBytes,160,Kbits/sec
westwood/westwood:1,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
westwood/westwood:1,1,1.0- 2.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:1,2,2.0- 3.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:1,3,3.0- 4.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:1,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:1,5,5.0- 6.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:1,6,6.0- 7.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:1,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:1,8,8.0- 9.0 sec,33.9,KBytes,278,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:1,9,9.0-10.0 sec,32.5,KBytes,266,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:1,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:1,11,11.0-12.0 sec,35.4,KBytes,290,Kbits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:1,12,12.0-13.0 sec,1.41,KBytes,11.6,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:1,13,13.0-14.0 sec,35.4,KBytes,290,Kbits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:1,14,14.0-15.0 sec,35.4,KBytes,290,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:1,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,35.4,KBytes,290,Kbits/sec
westwood/westwood:1,16,16.0-17.0 sec,41.0,KBytes,336,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:1,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:1,18,18.0-19.0 sec,41.0,KBytes,336,Kbits/sec,38.2,KBytes,313,Kbits/sec
westwood/westwood:1,19,19.0-20.0 sec,2.83,KBytes,23.2,Kbits/sec,38.2,KBytes,313,Kbits/sec
westwood/westwood:1,20,0.0-20.5 sec,519,KBytes,208,Kbits/sec,475,KBytes,190,Kbits/sec
westwood/westwood:2,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
westwood/westwood:2,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:2,2,2.0- 3.0 sec,55.1,KBytes,452,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:2,3,3.0- 4.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:2,4,4.0- 5.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:2,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:2,6,6.0- 7.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:2,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:2,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:2,9,9.0-10.0 sec,43.8,KBytes,359,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:2,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:2,11,11.0-12.0 sec,43.8,KBytes,359,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:2,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:2,13,13.0-14.0 sec,43.8,KBytes,359,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:2,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,35.4,KBytes,290,Kbits/sec
westwood/westwood:2,15,15.0-16.0 sec,43.8,KBytes,359,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:2,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,36.8,KBytes,301,Kbits/sec
westwood/westwood:2,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,39.6,KBytes,324,Kbits/sec
westwood/westwood:2,18,18.0-19.0 sec,43.8,KBytes,359,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:2,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,39.6,KBytes,324,Kbits/sec
westwood/westwood:2,20,0.0-20.5 sec,467,KBytes,187,Kbits/sec,516,KBytes,206,Kbits/sec
westwood/westwood:3,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
westwood/westwood:3,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:3,2,2.0- 3.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:3,3,3.0- 4.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:3,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:3,5,5.0- 6.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:3,6,6.0- 7.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:3,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:3,8,8.0- 9.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:3,9,9.0-10.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:3,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:3,11,11.0-12.0 sec,33.9,KBytes,278,Kbits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:3,12,12.0-13.0 sec,35.4,KBytes,290,Kbits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:3,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:3,14,14.0-15.0 sec,36.8,KBytes,301,Kbits/sec,35.4,KBytes,290,Kbits/sec
westwood/westwood:3,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,38.2,KBytes,313,Kbits/sec
westwood/westwood:3,16,16.0-17.0 sec,1.41,KBytes,11.6,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:3,17,17.0-18.0 sec,36.8,KBytes,301,Kbits/sec,39.6,KBytes,324,Kbits/sec
westwood/westwood:3,18,18.0-19.0 sec,39.6,KBytes,324,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:3,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,41.0,KBytes,336,Kbits/sec
westwood/westwood:3,20,0.0-20.5 sec,475,KBytes,190,Kbits/sec,516,KBytes,206,Kbits/sec
westwood/westwood:4,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
westwood/westwood:4,1,1.0- 2.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,2,2.0- 3.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:4,3,3.0- 4.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:4,4,4.0- 5.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:4,6,6.0- 7.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:4,7,7.0- 8.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:4,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/westwood:4,10,10.0-11.0 sec,66.5,KBytes,544,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,11,11.0-12.0 sec,1.41,KBytes,11.6,Kbits/sec,33.9,KBytes,278,Kbits/sec
westwood/westwood:4,12,12.0-13.0 sec,33.9,KBytes,278,Kbits/sec,35.4,KBytes,290,Kbits/sec
westwood/westwood:4,13,13.0-14.0 sec,1.41,KBytes,11.6,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,1.41,KBytes,11.6,Kbits/sec
westwood/westwood:4,15,15.0-16.0 sec,38.2,KBytes,313,Kbits/sec,35.4,KBytes,290,Kbits/sec
westwood/westwood:4,16,16.0-17.0 sec,1.41,KBytes,11.6,Kbits/sec,38.2,KBytes,313,Kbits/sec
westwood/westwood:4,17,17.0-18.0 sec,38.2,KBytes,313,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,18,18.0-19.0 sec,1.41,KBytes,11.6,Kbits/sec,39.6,KBytes,324,Kbits/sec
westwood/westwood:4,19,19.0-20.0 sec,39.6,KBytes,324,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/westwood:4,20,0.0-20.5 sec,482,KBytes,193,Kbits/sec,475,KBytes,190,Kbits/sec
westwood/illinois:0,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
westwood/illinois:0,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:0,2,2.0- 3.0 sec,55.1,KBytes,452,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,3,3.0- 4.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:0,4,4.0- 5.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,62.2,KBytes,510,Kbits/sec
westwood/illinois:0,6,6.0- 7.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,7,7.0- 8.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:0,8,8.0- 9.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:0,11,11.0-12.0 sec,43.8,KBytes,359,Kbits/sec,33.9,KBytes,278,Kbits/sec
westwood/illinois:0,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,13,13.0-14.0 sec,43.8,KBytes,359,Kbits/sec,32.5,KBytes,266,Kbits/sec
westwood/illinois:0,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,15,15.0-16.0 sec,43.8,KBytes,359,Kbits/sec,32.5,KBytes,266,Kbits/sec
westwood/illinois:0,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,17,17.0-18.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,35.4,KBytes,290,Kbits/sec
westwood/illinois:0,19,19.0-20.0 sec,43.8,KBytes,359,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:0,20,0.0-20.5 sec,510,KBytes,204,Kbits/sec,426,KBytes,170,Kbits/sec
westwood/illinois:1,0,0.0- 1.0 sec,105,KBytes,857,Kbits/sec,105,KBytes,857,Kbits/sec
westwood/illinois:1,1,1.0- 2.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:1,2,2.0- 3.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:1,3,3.0- 4.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:1,4,4.0- 5.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:1,5,5.0- 6.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:1,6,6.0- 7.0 sec,31.1,KBytes,255,Kbits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:1,7,7.0- 8.0 sec,31.1,KBytes,255,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:1,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:1,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
